"Owner Role","Opportunity Owner","Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Expected Revenue","Probability (%)","Age","Close Date","Created Date","Next Step","Lead Source","Type"
"CEO","Lars Malmqvist","","Opportunity18","Value Proposition","Q3-2023","9035.90","4517.95","50","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity19","Value Proposition","Q3-2023","6036.68","3018.34","50","195.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity20","Value Proposition","Q3-2023","7854.48","3927.24","50","195.0000000000","14/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity21","Value Proposition","Q3-2023","7202.87","3601.43","50","195.0000000000","07/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity22","Value Proposition","Q3-2023","9000.04","4500.02","50","195.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity23","Value Proposition","Q3-2023","8476.04","4238.02","50","195.0000000000","10/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity24","Value Proposition","Q3-2023","8227.74","4113.87","50","195.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity25","Value Proposition","Q3-2023","6005.23","3002.61","50","195.0000000000","28/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity26","Value Proposition","Q3-2023","5579.95","2789.97","50","195.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity27","Value Proposition","Q3-2023","6686.31","3343.16","50","195.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity28","Value Proposition","Q3-2023","7585.22","3792.61","50","195.0000000000","05/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity29","Value Proposition","Q3-2023","5155.84","2577.92","50","195.0000000000","08/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity30","Value Proposition","Q3-2023","8427.10","4213.55","50","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity31","Value Proposition","Q3-2023","9610.86","4805.43","50","195.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity32","Value Proposition","Q3-2023","7161.88","3580.94","50","195.0000000000","29/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity33","Value Proposition","Q3-2023","7493.59","3746.80","50","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity34","Value Proposition","Q3-2023","6282.44","3141.22","50","195.0000000000","03/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity35","Value Proposition","Q3-2023","6059.13","3029.57","50","195.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity36","Value Proposition","Q3-2023","7109.69","3554.85","50","195.0000000000","11/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity37","Value Proposition","Q3-2023","7582.38","3791.19","50","195.0000000000","11/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity88","Value Proposition","Q3-2023","7488.34","3744.17","50","195.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity89","Value Proposition","Q3-2023","9310.05","4655.02","50","195.0000000000","07/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity90","Value Proposition","Q3-2023","9191.78","4595.89","50","195.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity91","Value Proposition","Q3-2023","6178.14","3089.07","50","195.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity92","Value Proposition","Q3-2023","5832.62","2916.31","50","195.0000000000","12/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity93","Value Proposition","Q3-2023","8714.07","4357.04","50","195.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity94","Value Proposition","Q3-2023","7129.57","3564.79","50","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity95","Value Proposition","Q3-2023","8077.91","4038.96","50","195.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity96","Value Proposition","Q3-2023","9357.28","4678.64","50","195.0000000000","12/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity97","Value Proposition","Q3-2023","8776.74","4388.37","50","195.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity98","Value Proposition","Q3-2023","9331.35","4665.68","50","195.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity99","Value Proposition","Q3-2023","5415.32","2707.66","50","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity100","Value Proposition","Q3-2023","5284.61","2642.31","50","195.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity101","Value Proposition","Q3-2023","5684.77","2842.39","50","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity120","Value Proposition","Q3-2023","7338.22","3669.11","50","195.0000000000","11/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity121","Value Proposition","Q3-2023","7256.02","3628.01","50","195.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity122","Value Proposition","Q3-2023","8247.28","4123.64","50","195.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity123","Value Proposition","Q3-2023","8630.94","4315.47","50","195.0000000000","06/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity124","Value Proposition","Q3-2023","9942.06","4971.03","50","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity125","Value Proposition","Q3-2023","8259.22","4129.61","50","195.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity126","Value Proposition","Q3-2023","6678.76","3339.38","50","195.0000000000","04/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity127","Value Proposition","Q3-2023","5494.01","2747.01","50","195.0000000000","28/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity128","Value Proposition","Q3-2023","5733.60","2866.80","50","195.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity129","Value Proposition","Q3-2023","8144.01","4072.00","50","195.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity130","Value Proposition","Q3-2023","8399.27","4199.63","50","195.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity131","Value Proposition","Q3-2023","7670.61","3835.30","50","195.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity57","Value Proposition","Q3-2023","6377.01","3188.50","50","195.0000000000","19/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity58","Value Proposition","Q3-2023","9359.80","4679.90","50","195.0000000000","11/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity59","Value Proposition","Q3-2023","6950.00","3475.00","50","195.0000000000","01/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity60","Value Proposition","Q3-2023","8398.40","4199.20","50","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity61","Value Proposition","Q3-2023","7202.22","3601.11","50","195.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity62","Value Proposition","Q3-2023","9334.99","4667.49","50","195.0000000000","16/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity63","Value Proposition","Q3-2023","7924.53","3962.26","50","195.0000000000","08/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity64","Value Proposition","Q3-2023","7436.83","3718.41","50","195.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity65","Value Proposition","Q3-2023","9620.27","4810.13","50","195.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity66","Value Proposition","Q3-2023","9475.46","4737.73","50","195.0000000000","12/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity38","Value Proposition","Q3-2023","5053.68","2526.84","50","195.0000000000","13/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity39","Value Proposition","Q3-2023","8755.26","4377.63","50","195.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity40","Value Proposition","Q3-2023","8308.54","4154.27","50","195.0000000000","04/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity41","Value Proposition","Q3-2023","8110.99","4055.49","50","195.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity42","Value Proposition","Q3-2023","7308.29","3654.15","50","195.0000000000","28/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity43","Value Proposition","Q3-2023","7512.86","3756.43","50","195.0000000000","10/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity44","Value Proposition","Q2-2023","9949.14","4974.57","50","195.0000000000","29/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity67","Value Proposition","Q3-2023","6238.16","3119.08","50","195.0000000000","10/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity68","Value Proposition","Q3-2023","8343.30","4171.65","50","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity69","Value Proposition","Q3-2023","6581.02","3290.51","50","195.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity70","Value Proposition","Q3-2023","8735.00","4367.50","50","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity71","Value Proposition","Q3-2023","5648.50","2824.25","50","195.0000000000","03/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity72","Value Proposition","Q3-2023","5218.25","2609.12","50","195.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity73","Value Proposition","Q3-2023","7058.42","3529.21","50","195.0000000000","11/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity74","Value Proposition","Q3-2023","7009.58","3504.79","50","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity75","Value Proposition","Q3-2023","9450.22","4725.11","50","195.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity86","Value Proposition","Q3-2023","5083.92","2541.96","50","195.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity87","Value Proposition","Q3-2023","8723.25","4361.63","50","195.0000000000","07/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity102","Value Proposition","Q3-2023","7639.35","3819.68","50","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity103","Value Proposition","Q3-2023","7976.36","3988.18","50","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity104","Value Proposition","Q3-2023","7109.00","3554.50","50","195.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity105","Value Proposition","Q3-2023","7559.81","3779.91","50","195.0000000000","04/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity106","Value Proposition","Q3-2023","9299.87","4649.94","50","195.0000000000","29/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity118","Value Proposition","Q3-2023","7560.17","3780.09","50","195.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity107","Value Proposition","Q3-2023","5189.41","2594.70","50","195.0000000000","16/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity108","Value Proposition","Q3-2023","5441.21","2720.61","50","195.0000000000","01/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity109","Value Proposition","Q3-2023","8027.28","4013.64","50","195.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity110","Value Proposition","Q3-2023","5777.69","2888.85","50","195.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity111","Value Proposition","Q3-2023","9432.01","4716.01","50","195.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity76","Value Proposition","Q3-2023","9597.51","4798.75","50","195.0000000000","06/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity77","Value Proposition","Q3-2023","9491.93","4745.97","50","195.0000000000","13/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity78","Value Proposition","Q3-2023","6606.73","3303.37","50","195.0000000000","07/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity79","Value Proposition","Q3-2023","8337.57","4168.79","50","195.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity80","Value Proposition","Q3-2023","9033.27","4516.63","50","195.0000000000","13/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity135","Value Proposition","Q3-2023","5894.55","2947.27","50","195.0000000000","05/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity136","Value Proposition","Q3-2023","9059.68","4529.84","50","195.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity137","Value Proposition","Q3-2023","8883.57","4441.78","50","195.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity138","Value Proposition","Q3-2023","6268.43","3134.22","50","195.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity139","Value Proposition","Q3-2023","5227.74","2613.87","50","195.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity140","Value Proposition","Q3-2023","7462.96","3731.48","50","195.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity141","Value Proposition","Q3-2023","9778.83","4889.42","50","195.0000000000","10/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity142","Value Proposition","Q3-2023","6084.49","3042.25","50","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity143","Value Proposition","Q3-2023","6218.24","3109.12","50","195.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity144","Value Proposition","Q3-2023","7420.35","3710.17","50","195.0000000000","13/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity145","Value Proposition","Q3-2023","6548.23","3274.12","50","195.0000000000","07/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity146","Value Proposition","Q3-2023","5529.06","2764.53","50","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity147","Value Proposition","Q3-2023","5376.58","2688.29","50","195.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity148","Value Proposition","Q3-2023","6771.91","3385.95","50","195.0000000000","11/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity149","Value Proposition","Q3-2023","8084.68","4042.34","50","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity1","Closed Lost","Q3-2023","9758.96","0.00","0","38.0000000000","04/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity2","Closed Won","Q3-2023","9105.86","9105.86","100","47.0000000000","13/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity3","Closed Won","Q3-2023","9411.30","9411.30","100","41.0000000000","07/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity4","Closed Lost","Q3-2023","7860.35","0.00","0","34.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity0","Closed Lost","Q3-2023","5842.11","0.00","0","46.0000000000","12/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity14","Closed Won","Q3-2023","6152.10","6152.10","100","24.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity15","Closed Lost","Q3-2023","5128.81","0.00","0","39.0000000000","05/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity16","Closed Lost","Q3-2023","7033.23","0.00","0","23.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity17","Closed Lost","Q3-2023","5445.11","0.00","0","34.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity18","Closed Won","Q3-2023","6734.78","6734.78","100","24.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity19","Closed Lost","Q3-2023","9861.61","0.00","0","8.0000000000","05/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity20","Closed Lost","Q3-2023","8754.24","0.00","0","22.0000000000","19/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity31","Closed Lost","Q3-2023","7629.31","0.00","0","18.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity32","Closed Won","Q3-2023","5490.66","5490.66","100","25.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity33","Closed Won","Q3-2023","9498.99","9498.99","100","25.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity34","Closed Lost","Q3-2023","7717.58","0.00","0","30.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity35","Closed Lost","Q3-2023","5922.79","0.00","0","31.0000000000","28/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity36","Closed Lost","Q3-2023","8300.76","0.00","0","26.0000000000","23/07/2023","27/06/2023","","",""
